,State,Week,Babesiosis,Campylobacteriosis,"Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Enterobacter spp.","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Escherichia coli","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae, Klebsiella spp.",Chlamydia trachomatis infection,Coccidioidomycosis,Cryptosporidiosis,"Dengue Virus Infections, Dengue","Dengue Virus Infections, Severe Dengue","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis",Giardiasis,Gonorrhea,"Haemophilus influenzae, invasive disease (all ages, all serotypes)","Hepatitis (viral, acute, by type), A","Hepatitis (viral, acute, by type), B","Hepatitis (viral, acute, by type), C, Confirmed","Hepatitis (viral, acute, by type), C, Probable","Invasive Pneumococcal Disease, Age LT 5, Confirmed","Invasive Pneumococcal Disease, Age LT 5, Probable","Invasive Pneumococcal Disease, all ages, Confirmed","Invasive Pneumococcal Disease, all ages, Probable",Legionellosis,Malaria,"Meningococcal disease, all serogroups",Mumps,Pertussis,"Rabies, animal",Rubella,"Rubella, congenital syndrome",Salmonellosis (excluding Paratyphoid fever andTyphoid fever),Shiga toxin-producing Escherichia coli,Shigellosis,"Spotted Fever Rickettsiosis, Confirmed","Spotted Fever Rickettsiosis, Probable","Syphilis, primary and secondary",Tetanus,Varicella morbidity,"Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed","Vibriosis (Any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable","West Nile virus disease, Neuroinvasive","West Nile virus disease, Nonneuroinvasive","Zika virus disease, non-congenital",Person-to-Person Contact,Airborne Transmission,Droplet Spread,Vector-Borne Transmission,Vehicle-Borne Transmission,Population_Density(km²),GDP per capita,TAVE_D,AVE_TMIN_D,AVE_TMAX_D,Glaciers,Locales,Beaches,Areas,Lakes,Streams,Swamps,Forests,Plains,Woods,Mining and Logging,Construction,Manufacturing,"Trade, Transporation and Utilities",Information,Financial Activities,Professional and Business Services,Educational and Health services,Leisure and Hospitality,Other Services,Government
50,ALABAMA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,9,2,2,37.1993,37508,-0.2831,-5.6906,5.1244,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
51,ALASKA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4982,63610,-9.6727,-12.871,-6.4743,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
52,ARIZONA,2,0,6,0,0,0,183,216,5,0,0,0,0,0,0,0,59,5,1,0,0,0,1,0,42,1,1,0,0,0,4,0,0,0,0,1,5,0,0,1,0,3,0,0,0,0,0,292,221,53,3,19,24.2052,39583,9.5287,0.9082,18.1492,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
53,ARKANSAS,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,21,1,20,3,14,22.3967,36714,-4.6117,-9.475,0.2517,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
54,CALIFORNIA,2,0,29,0,0,0,426,20,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,614,20,0,0,38,98.4741,60359,10.9949,5.0698,16.92,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
55,COLORADO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,9,0,21.1601,54026,0.5445,-6.2802,7.3692,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
56,CONNECTICUT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.9964,62633,-12.0083,-16.398,-7.6186,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
57,DELAWARE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,191.8949,63955,-7.0834,-11.3667,-2.8,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
58,FLORIDA,2,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,398,8,0,0,0,0,1,0,52,0,0,0,1,3,4,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,1582,7,69,11,6,152.5898,39842,11.6509,6.7084,16.5934,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
59,GEORGIA,2,0,2,0,0,0,439,0,3,0,0,0,0,0,0,0,142,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,592,0,11,0,7,70.3122,45925,0.7495,-4.4176,5.9165,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
60,HAWAII,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7465,52869,19.6188,15.4025,23.835,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
61,IDAHO,2,0,4,0,0,0,108,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,127,10,10,0,8,8.1836,36441,-2.7994,-8.3326,2.7339,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
62,ILLINOIS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6923,55102,-15.1701,-19.9726,-10.3676,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
63,INDIANA,2,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,72.1204,46427,-14.0765,-18.6404,-9.5126,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
64,IOWA,2,0,10,0,0,0,95,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127,0,0,0,11,21.8421,52284,-19.0153,-24.0386,-13.9919,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
65,KANSAS,2,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,13.7731,47435,-9.767,-15.6824,-3.8516,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
66,KENTUCKY,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,43.4644,39277,-8.6098,-13.7303,-3.4893,0,2410,0,22,228,11872,27,10,1,3,10000,78100,252100,403800,22000,77100,180000,199500,197600,65600,313700
67,LOUISIANA,2,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,18,2,1,41.5024,44372,2.1636,-2.3497,6.6768,0,2073,7,45,1324,4124,299,4,1,1,35900,151100,134900,379500,22900,93000,217400,278300,236100,73900,327600
68,MAINE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,10,6,17,3,3,16.7840,39521,-18.722,-24.2927,-13.1512,0,2203,248,6,1547,2049,515,93,8,14,2200,28900,52000,119100,7300,91100,213000,315500,68300,22200,100100
69,MARYLAND,2,0,11,0,0,0,332,0,1,0,0,0,0,0,0,2,59,2,0,0,0,0,1,0,20,1,3,0,2,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,416,4,27,0,19,240.1581,56375,-8.2798,-12.7293,-3.8303,0,2796,32,14,166,2035,219,12,0,7,1300,163100,108300,467400,36500,31900,69300,127200,281500,114700,504600
70,MASSACHUSETTS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.6000,66500,-12.8506,-17.5239,-8.1773,0,1237,114,6,2803,4102,393,6,1,9,1100,157200,244100,579400,91500,144400,451000,471500,373000,138900,454500
71,MICHIGAN,2,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,3,0,0,67.9108,44201,-13.9821,-18.0835,-9.8806,0,5147,44,7,6968,4598,219,46,0,2,7200,169200,629800,791400,55800,221500,583900,797900,433600,166600,606500
72,MINNESOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2961,54805,-22.6453,-27.7153,-17.5753,0,3117,2,5,8783,1944,152,69,0,0,6700,122500,321400,537000,49300,219000,660600,679000,272800,113600,425500
73,MISSISSIPPI,2,0,2,0,0,0,368,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,2,24.5519,32447,-1.074,-6.4649,4.3169,0,3703,2,237,586,5885,46,68,3,23,6900,43700,144900,231100,11000,184100,378100,543400,135500,41300,241300
74,MISSOURI,2,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,463,0,0,3,0,34.3913,43036,-11.4314,-16.6468,-6.2159,0,2373,1,33,1002,4585,130,10,0,3,4400,122500,272800,543700,50500,44400,109800,145000,305900,115500,433700
75,MONTANA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,1,2.8180,39833,-11.9944,-17.3427,-6.6461,58,5695,2,21,2087,9493,48,25,23,0,7200,28600,20500,94800,6300,173300,386500,478800,66000,18900,90400
76,NEBRASKA,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,9.7065,54654,-14.8263,-20.2765,-9.376,0,2611,36,46,229,9328,542,9,10,8,1100,52300,99700,201300,17700,24900,42700,77200,92200,36800,173500
77,NEVADA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7465,44812,4.4167,-2.2183,11.0516,0,705,0,5,810,599,25,11,5,1,14500,89700,55500,255500,15600,73900,119200,155600,353400,42000,161000
78,NEW HAMPSHIRE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,58.1468,52509,-18.2094,-24.006,-12.4127,0,3674,5,6,1101,1460,71,3,1,1,1000,26900,70500,139300,12400,68200,190600,140600,72100,25400,90000
79,NEW JERSEY,2,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,6,0,0,470.2172,56776,-9.0887,-13.4295,-4.7478,0,782,23,5,865,1675,73,66,0,3,1400,157900,247400,888100,69700,34400,83200,125800,387200,171500,600500
80,NEW MEXICO,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,0,3,0,1,6.6517,41619,1.9395,-6.8879,10.7668,0,1047,41,0,369,1394,68,17,0,6,24500,47200,27000,137600,11900,250500,672300,708200,98000,28900,186800
81,NEW YORK,2,0,11,0,0,0,786,0,2,0,0,0,0,0,0,4,227,0,2,0,1,1,1,0,30,1,3,0,0,0,2,7,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,1056,5,34,7,31,162.4294,65220,-14.0847,-18.927,-9.2424,0,7030,1,183,826,1936,14,36,6,1,5400,398400,443100,1563000,275200,34200,106400,139700,957800,413600,1488900
82,NORTH CAROLINA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,82.3563,44706,-3.1212,-8.4936,2.2513,0,3739,23,44,220,2335,21,13,14,4,5800,219500,474200,833300,80000,719100,1340700,2064600,502600,154300,733000
83,NORTH DAKOTA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2275,64311,-22.2038,-27.467,-16.9405,0,6071,138,23,3337,4422,417,64,1,16,20700,25900,25900,94200,6200,239600,634500,611600,40200,15200,82500
84,OHIO,2,0,29,0,0,0,618,0,10,0,0,0,0,0,0,2,226,13,4,1,4,2,1,0,61,0,4,0,1,1,20,0,0,0,0,3,9,0,0,0,0,12,0,0,0,0,0,922,25,97,12,64,110.2698,48188,-13.1034,-17.6478,-8.559,0,4957,12,51,361,4244,83,28,0,20,12200,219300,698900,1024300,70800,24300,34600,63700,566400,213700,779200
85,OKLAHOMA,2,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,59,0,5,0,2,22.1568,44535,-4.751,-10.1101,0.6081,0,1102,2,6,199,3347,7,2,0,0,53100,80300,137700,299200,19900,307900,731200,936100,171900,71500,347800
86,OREGON,2,0,10,0,0,0,371,0,3,0,0,0,0,0,0,6,129,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,14,0,0,0,0,0,0,0,518,1,4,0,38,16.8907,51312,3.1987,-0.891,7.2884,37,7769,51,143,1810,12052,179,35,17,7,7300,104800,194900,352200,34200,79200,190400,236300,210700,64500,295000
87,PENNSYLVANIA,2,0,9,0,0,0,734,0,2,0,0,0,0,0,0,5,188,4,0,0,0,1,0,0,11,1,1,0,0,1,4,0,0,0,0,1,2,0,0,1,0,4,0,0,0,0,0,938,6,21,4,21,110.4802,51841,-12.4113,-17.1203,-7.7023,0,4765,5,100,525,7039,206,34,0,7,28600,255800,569400,1126800,85800,102000,249000,295100,571600,260400,702900
88,RHODE ISLAND,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,392.2098,48314,-10.8865,-15.2,-6.5729,0,493,93,6,256,288,65,2,0,6,200,19200,40300,77400,5900,325500,804500,1274800,58700,23100,61000
89,SOUTH CAROLINA,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,65.2576,37637,-0.6139,-6.133,4.9053,0,1896,25,11,461,3676,515,7,0,2,4400,102500,247800,406300,28200,35400,68500,106500,260300,76800,369000
90,SOUTH DAKOTA,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,4.4662,48004,-18.1762,-23.8293,-12.523,0,1631,1,17,508,1490,30,4,1,5,1000,22900,44400,86800,5600,104200,292900,252900,47300,16800,79600
91,TENNESSEE,2,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,251,2,21,0,2,63.5357,44348,-5.9099,-11.3104,-0.5093,0,3320,4,15,408,9850,44,15,2,6,4400,124800,350700,627200,45500,29200,32600,72800,338900,118300,435500
92,TEXAS,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,7,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,9,2,13,0,16,42.3336,53737,2.4978,-2.4964,7.492,0,8308,25,27,1847,11463,204,9,7,17,246500,739100,881100,2485300,204100,162500,416900,435600,1355600,433500,1951800
93,UTAH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8499,45943,0.7177,-6.3797,7.8151,1,1985,9,124,864,2429,11,16,45,31,9400,104100,133100,285800,38600,776900,1732900,1696800,149400,41200,247900
94,VERMONT,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,26.0450,44831,-19.7293,-25.6789,-13.7797,0,4166,31,14,110,7303,150,13,0,9,800,15100,29800,54300,4300,87700,215100,204200,37500,10200,56400
95,VIRGINIA,2,0,7,0,0,0,585,0,1,0,0,0,0,0,0,3,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,775,0,0,1,16,83.1382,52124,-6.7741,-12.2548,-1.2933,1,701,2,2,436,1251,46,144,0,1,7900,197400,240100,659700,67200,12100,28900,66100,407800,201100,722500
96,WASHINGTON,2,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,173,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,596,1,0,0,8,43.6939,59333,-0.1295,-3.1627,2.9037,185,4420,60,71,2970,6296,135,30,6,35,6300,213600,287900,637700,133900,207400,748600,541100,342600,122100,586700
97,WEST VIRGINIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28.9131,37353,-11.5482,-16.9247,-6.1716,0,858,1,6,19,8574,6,11,0,2,22600,41100,47100,130000,8200,158000,425300,491800,74000,24300,152600
98,WISCONSIN,2,0,5,0,0,0,334,0,3,0,0,0,0,0,0,4,126,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,4,0,0,0,0,0,470,0,7,4,18,41.3619,48666,-18.6044,-23.1394,-14.0694,0,2985,20,10,5265,3148,125,16,0,14,4800,122200,475500,543200,47300,29100,68900,128200,282600,152300,407800
99,WYOMING,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2813,61091,-7.7529,-14.5128,-0.9929,37,2785,0,39,1249,5194,15,8,2,0,20700,20300,9800,52000,3600,152900,326800,456100,36100,16400,68900
100,ALABAMA,3,0,0,0,0,0,311,0,1,0,0,0,0,0,0,0,143,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,458,2,6,2,2,37.1993,37508,5.8679,0.5369,11.1989,666,1282,116,188,3367,9303,9,7,5,1,10000,89100,267100,380700,21100,96400,244000,245300,205900,96700,385900
101,ALASKA,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4982,63610,-13.21,-16.4893,-9.9306,0,4056,3,14,496,6547,98,11,3,1,12700,15900,12500,64300,5600,11800,27100,50400,35600,11000,80400
102,ARIZONA,3,0,8,0,0,0,329,252,0,0,0,0,0,0,0,6,81,2,0,0,0,0,0,0,34,1,0,0,2,0,8,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,449,260,47,0,29,24.2052,39583,9.201,2.4162,15.9858,0,1187,1,48,1154,4799,213,7,1,3,13100,158800,170100,534500,47400,220800,431100,445700,326600,92700,415200
103,ARKANSAS,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,10,0,8,0,11,22.3967,36714,3.6761,-1.2395,8.5917,0,4280,1,74,433,2272,33,44,47,4,6000,50600,160500,251500,11200,60500,146200,191200,118600,53400,212200
104,CALIFORNIA,3,0,26,0,0,0,241,4,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,348,4,0,0,33,98.4741,60359,9.1765,5.216,13.137,20,14431,275,287,2646,9884,120,45,26,199,22900,859600,1325400,3051600,543700,836300,2663700,2726500,1986100,572100,2587400
105,COLORADO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,21.1601,54026,1.3192,-4.022,6.6604,16,3617,1,34,1435,5368,13,18,2,0,28300,172300,147600,469800,74900,170500,425600,340600,339900,110800,445000
106,CONNECTICUT,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,5,285.9964,62633,-7.9624,-13.2825,-2.6422,0,1507,104,8,788,1480,180,37,1,8,500,58600,160300,296500,31900,126100,220500,334900,157700,65400,236700
107,DELAWARE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,191.8949,63955,-3.4119,-8.4952,1.6714,0,322,16,11,70,424,43,9,0,2,0,22300,27100,80100,4100,47500,63600,80100,51500,18600,66400
108,FLORIDA,3,0,58,0,0,0,950,0,7,0,0,0,0,0,0,15,223,14,0,0,0,0,1,0,26,0,3,3,0,3,3,0,0,0,0,1,18,0,0,4,0,11,0,0,0,0,1,1222,9,47,15,103,152.5898,39842,14.1157,8.8739,19.3575,0,4190,60,5,4027,2942,1104,10,0,4,5800,540900,372000,1780900,139700,29700,167700,130800,1227100,354400,1112500
109,GEORGIA,3,0,9,0,0,0,187,0,2,0,0,0,0,0,0,0,102,2,2,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,302,1,13,0,16,70.3122,45925,5.1442,-0.5481,10.8365,0,2874,7,21,800,5643,468,5,1,4,9500,196200,408000,943000,114600,576700,1366800,1305300,490600,159300,693800
110,HAWAII,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7465,52869,20.0974,15.9349,24.2599,0,745,318,152,75,560,14,62,1,4,0,36100,14200,122600,9100,248200,692400,584500,123900,28000,125600
111,IDAHO,3,0,1,0,0,0,124,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,1,8.1836,36441,0.1226,-3.2912,3.5363,0,4220,46,56,362,2016,19,19,0,1,3500,49100,68200,142500,8900,28800,82500,85800,78500,25500,124900
112,ILLINOIS,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,88.6923,55102,-5.0373,-10.0711,-0.0035,0,2504,19,35,1312,9098,17,14,7,7,7800,225800,588300,1216100,94400,36400,94200,105600,617300,254400,826300
113,INDIANA,3,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,412,0,1,0,5,72.1204,46427,-4.2938,-9.0837,0.4961,0,2848,29,18,941,2701,65,51,1,179,6200,141300,542000,597500,29400,401800,951400,934000,309500,131800,429700
114,IOWA,3,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,21.8421,52284,-7.2398,-12.7653,-1.7143,0,965,3,2,797,3461,27,22,1,0,2500,77500,223000,312600,22000,138700,342700,475200,143600,57500,260700
115,KANSAS,3,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,0,0,1,1,13.7731,47435,0.9506,-6.8846,8.7857,0,3745,0,1,101,2376,9,1,7,0,6800,61100,165100,268700,18700,109100,141000,234700,129700,50900,256200
